ID,Name,Set Name,Set Code,Rarity,Card Type,Affiliation,File Name,Has AI,Has Foil,Has Tribble,Tags
ALT-025,Rascals,Alternate Universe,ALT,Uncommon,Dilemma,,images/ALT/ALT-025.jpeg,,,,
ALT-026,Royale Casino: Blackjack,Alternate Universe,ALT,Uncommon,Dilemma,,images/ALT/ALT-026.jpeg,,,,
ALT-027,The Gatherers,Alternate Universe,ALT,Common,Dilemma,,images/ALT/ALT-027.jpeg,,,,
ALT-028,The Higher... The Fewer,Alternate Universe,ALT,Uncommon,Dilemma,,images/ALT/ALT-028.jpeg,,,,
ALT-029,Thought Fire,Alternate Universe,ALT,Common,Dilemma,,images/ALT/ALT-029.jpeg,,,,
ALT-030,Worshiper,Alternate Universe,ALT,Common,Dilemma,,images/ALT/ALT-030.jpeg,,,,
ALT-031,Zaldan,Alternate Universe,ALT,Uncommon,Dilemma,,images/ALT/ALT-031.jpeg,,,,
ALT-032,Alternate Universe Door,Alternate Universe,ALT,Common,Doorway,,images/ALT/ALT-032.jpeg,,,,
ALT-033,Devidian Door,Alternate Universe,ALT,Rare,Doorway,,images/ALT/ALT-033.jpeg,,,,
ALT-034,Echo Papa 607 Killer Drone,Alternate Universe,ALT,Rare,Equipment,,images/ALT/ALT-034.jpeg,,,,
ALT-035,I.P. Scanner,Alternate Universe,ALT,Common,Equipment,,images/ALT/ALT-035.jpeg,,,,
ALT-036,Baryon Buildup,Alternate Universe,ALT,Common,Event,,images/ALT/ALT-036.jpeg,,,,
ALT-037,Captain's Log,Alternate Universe,ALT,Uncommon,Event,,images/ALT/ALT-037.jpeg,,,,
ALT-038,Engage Shuttle Operations ,Alternate Universe,ALT,Uncommon,Event,,images/ALT/ALT-038.jpeg,,,,
ALT-039,Interrogation,Alternate Universe,ALT,Rare,Event,,images/ALT/ALT-039.jpeg,,,,
ALT-040,Intruder Force Field,Alternate Universe,ALT,Uncommon,Event,,images/ALT/ALT-040.jpeg,,,,
ALT-041,Klim Dokachin ,Alternate Universe,ALT,Uncommon,Event,,images/ALT/ALT-041.jpeg,,,,
ALT-042,Lower Decks,Alternate Universe,ALT,Uncommon,Event,,images/ALT/ALT-042.jpeg,,,,
ALT-043,Mot's Advice,Alternate Universe,ALT,Uncommon,Event,,images/ALT/ALT-043.jpeg,,,,
ALT-044,Particle Scattering Field,Alternate Universe,ALT,Common,Event,,images/ALT/ALT-044.jpeg,,,,
ALT-045,Revolving Door ,Alternate Universe,ALT,Rare,Event,,images/ALT/ALT-045.jpeg,,,,
ALT-046,Rishon Uxbridge ,Alternate Universe,ALT,Common,Event,,images/ALT/ALT-046.jpeg,,,,
ALT-047,The Charybdis,Alternate Universe,ALT,Uncommon,Event,,images/ALT/ALT-047.jpeg,,,,
ALT-048,The Mask of Korgano,Alternate Universe,ALT,Common,Event,,images/ALT/ALT-048.jpeg,,,,
ALT-049,Thermal Deflectors,Alternate Universe,ALT,Uncommon,Event,,images/ALT/ALT-049.jpeg,,,,
ALT-050,Wartime Conditions,Alternate Universe,ALT,Rare,Event,,images/ALT/ALT-050.jpeg,,,,
ALT-051,Yellow Alert ,Alternate Universe,ALT,Common,Event,,images/ALT/ALT-051.jpeg,,,,
ALT-052,❖ Neutral Outpost ,Alternate Universe,ALT,Common,Facility,Neutral,images/ALT/ALT-052.jpeg,,,,
ALT-053,Anti-Matter Spread,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-053.jpeg,,,,
ALT-054,Barclay Transporter Phobia,Alternate Universe,ALT,Uncommon,Interrupt,,images/ALT/ALT-054.jpeg,,,,
ALT-055,Brain Drain,Alternate Universe,ALT,Uncommon,Interrupt,,images/ALT/ALT-055.jpeg,,,,
ALT-056,Countermanda,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-056.jpeg,,,,
ALT-057,Dead in Bed,Alternate Universe,ALT,Uncommon,Interrupt,,images/ALT/ALT-057.jpeg,,,,
ALT-058,Destroy Radioactive Garbage Scow,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-058.jpeg,,,,
ALT-059,Devidian Foragers,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-059.jpeg,,,,
ALT-060,Eyes in the Dark,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-060.jpeg,,,,
ALT-061,Fire Sculptor,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-061.jpeg,,,,
ALT-062,Hail,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-062.jpeg,,,,
ALT-063,Howard Heirloom Candle,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-063.jpeg,,,,
ALT-064,Humuhumunukunukuapua'a,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-064.jpeg,,,,
ALT-065,Incoming Message: Attack Authorization,Alternate Universe,ALT,Uncommon,Interrupt,,images/ALT/ALT-065.jpeg,,,,
ALT-066,Isabella,Alternate Universe,ALT,Uncommon,Interrupt,,images/ALT/ALT-066.jpeg,,,,
ALT-067,Jamaharon,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-067.jpeg,,,,
ALT-068,Kevin Uxbridge: Convergence,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-068.jpeg,,,,
ALT-069,La Forge Maneuver,Alternate Universe,ALT,Uncommon,Interrupt,,images/ALT/ALT-069.jpeg,,,,
ALT-070,Latinum Payoff ,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-070.jpeg,,,,
ALT-071,Phaser Burns ,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-071.jpeg,,,,
ALT-072,Rescue Captives,Alternate Universe,ALT,Uncommon,Interrupt,,images/ALT/ALT-072.jpeg,,,,
ALT-073,Romulan Ambush,Alternate Universe,ALT,Uncommon,Interrupt,,images/ALT/ALT-073.jpeg,,,,
ALT-074,Security Sacrifice,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-074.jpeg,,,,
ALT-075,Seize Wesley,Alternate Universe,ALT,Rare,Interrupt,,images/ALT/ALT-075.jpeg,,,,
ALT-076,Senior Staff Meeting,Alternate Universe,ALT,Uncommon,Interrupt,,images/ALT/ALT-076.jpeg,,,,
ALT-077,Temporal Narcosis,Alternate Universe,ALT,Uncommon,Interrupt,,images/ALT/ALT-077.jpeg,,,,
ALT-078,Thine Own Self ,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-078.jpeg,,,,
ALT-079,Vorgon Raiders,Alternate Universe,ALT,Rare,Interrupt,,images/ALT/ALT-079.jpeg,,,,
ALT-080,Vulcan Nerve Pinch ,Alternate Universe,ALT,Common,Interrupt,,images/ALT/ALT-080.jpeg,,,,
ALT-081,Wolf,Alternate Universe,ALT,Uncommon,Interrupt,,images/ALT/ALT-081.jpeg,,,,
ALT-082,Brute Force,Alternate Universe,ALT,Rare,Mission,,images/ALT/ALT-082.jpeg,,,,
ALT-083,Compromised Mission,Alternate Universe,ALT,Rare,Mission,,images/ALT/ALT-083.jpeg,,,,
ALT-084,Diplomatic Conference ,Alternate Universe,ALT,Rare,Mission,,images/ALT/ALT-084.jpeg,,,,
ALT-085,FGC-47 Research,Alternate Universe,ALT,Rare,Mission,,images/ALT/ALT-085.jpeg,,,,
ALT-086,Fissure Research,Alternate Universe,ALT,Rare,Mission,,images/ALT/ALT-086.jpeg,,,,
ALT-087,Qualor II Rendezvous,Alternate Universe,ALT,Uncommon,Mission,,images/ALT/ALT-087.jpeg,,,,
ALT-088,Quash Conspiracy,Alternate Universe,ALT,Rare,Mission,,images/ALT/ALT-088.jpeg,,,,
ALT-089,Reunion ,Alternate Universe,ALT,Rare,Mission,,images/ALT/ALT-089.jpeg,,,,
ALT-090,Risa Shore Leave,Alternate Universe,ALT,Rare,Mission,,images/ALT/ALT-090.jpeg,,,,
ALT-091,Warped Space,Alternate Universe,ALT,Rare,Mission,,images/ALT/ALT-091.jpeg,,,,
ALT-092,Beverly Picard,Alternate Universe,ALT,Rare,Personnel,Federation,images/ALT/ALT-092.jpeg,,,,
ALT-093,Ian Andrew Troi,Alternate Universe,ALT,Rare,Personnel,Federation,images/ALT/ALT-093.jpeg,,,,
ALT-094,Jack Crusher,Alternate Universe,ALT,Rare,Personnel,Federation,images/ALT/ALT-094.jpeg,,,,
ALT-095,Lt. (j.g.) Picard,Alternate Universe,ALT,Uncommon,Personnel,Federation,images/ALT/ALT-095.jpeg,,,,
ALT-096,Montgomery Scott,Alternate Universe,ALT,Common,Personnel,Federation,images/ALT/ALT-096.jpeg,,,,
ALT-097,❖ Paul Rice,Alternate Universe,ALT,Uncommon,Personnel,Federation,images/ALT/ALT-097.jpeg,,,,
ALT-098,Rachel Garrett,Alternate Universe,ALT,Rare,Personnel,Federation,images/ALT/ALT-098.jpeg,,,,
ALT-099,Richard Castillo,Alternate Universe,ALT,Uncommon,Personnel,Federation,images/ALT/ALT-099.jpeg,,,,
ALT-100,Tasha Yar - Alternate,Alternate Universe,ALT,Rare,Personnel,Federation,images/ALT/ALT-100.jpeg,,,,
ALT-101,Governor Worf,Alternate Universe,ALT,Rare,Personnel,Klingon,images/ALT/ALT-101.jpeg,,,,
ALT-102,K'mtar,Alternate Universe,ALT,Rare,Personnel,Klingon,images/ALT/ALT-102.jpeg,,,,
ALT-103,❖ Targ,Alternate Universe,ALT,Common,Personnel,Klingon,images/ALT/ALT-103.jpeg,,,,
ALT-104,Ajur,Alternate Universe,ALT,Uncommon,Personnel,Non-Aligned,images/ALT/ALT-104.jpeg,,,,
ALT-105,Berlingoff Rasmussen,Alternate Universe,ALT,Rare,Personnel,Non-Aligned,images/ALT/ALT-105.jpeg,,,,
ALT-106,Boratus,Alternate Universe,ALT,Uncommon,Personnel,Non-Aligned,images/ALT/ALT-106.jpeg,,,,
ALT-107,Dathon,Alternate Universe,ALT,Rare,Personnel,Non-Aligned,images/ALT/ALT-107.jpeg,,,,
ALT-108,Lakanta,Alternate Universe,ALT,Uncommon,Personnel,Non-Aligned,images/ALT/ALT-108.jpeg,,,,
ALT-109,Maques,Alternate Universe,ALT,Uncommon,Personnel,Non-Aligned,images/ALT/ALT-109.jpeg,,,,
ALT-110,Mickey D.,Alternate Universe,ALT,Uncommon,Personnel,Non-Aligned,images/ALT/ALT-110.jpeg,,,,
ALT-111,Commander Tomalak,Alternate Universe,ALT,Rare,Personnel,Romulan,images/ALT/ALT-111.jpeg,,,,
ALT-112,D'Tan,Alternate Universe,ALT,Uncommon,Personnel,Romulan,images/ALT/ALT-112.jpeg,,,,
ALT-113,Major Rakal,Alternate Universe,ALT,Rare,Personnel,Romulan/Federation,images/ALT/ALT-113.jpeg,,,,
ALT-114,Stefan DeSeve,Alternate Universe,ALT,Rare,Personnel,Romulan/Federation,images/ALT/ALT-114.jpeg,,,,
ALT-115,Future Enterprise,Alternate Universe,ALT,Uncommon,Ship,Federation,images/ALT/ALT-115.jpeg,,,,
ALT-116,U.S.S. Enterprise-C,Alternate Universe,ALT,Rare,Ship,Federation,images/ALT/ALT-116.jpeg,,,,
ALT-117,I.K.C. Fek'lhr,Alternate Universe,ALT,Rare,Ship,Klingon,images/ALT/ALT-117.jpeg,,,,
ALT-118,I.K.C. K'Ratak,Alternate Universe,ALT,Common,Ship,Klingon,images/ALT/ALT-118.jpeg,,,,
ALT-119,Edo Vessel,Alternate Universe,ALT,Rare,Ship,Non-Aligned,images/ALT/ALT-119.jpeg,,,,
ALT-120,Gomtuu,Alternate Universe,ALT,Rare,Ship,Non-Aligned,images/ALT/ALT-120.jpeg,,,,
ALT-121,Tama,Alternate Universe,ALT,Uncommon,Ship,Non-Aligned,images/ALT/ALT-121.jpeg,,,,
ALT-122,Decius,Alternate Universe,ALT,Rare,Ship,Romulan,images/ALT/ALT-122.jpeg,,,,
ARM-001,U.S.S. Jupiter,Armada,ARM,Promo,Ship,Federation,images/ARM/ARM-001.jpeg,,,,
ATP-001,The Emissary,Away Team Pack,ATP,Promo,Personnel,Bajoran/Federation,images/ATP/ATP-001.jpeg,,,,
ATP-002,The Traveler,Away Team Pack,ATP,Promo,Personnel,Non-Aligned,images/ATP/ATP-002.jpeg,,,,
BOG-001,Sword of Kahless,Blaze of Glory,BOG,Rare,Artifact,,images/BOG/BOG-001.jpeg,,,,
BOG-002,Sword of Kahless,Blaze of Glory,BOG,Foil,Artifact,,images/BOG/BOG-002-foil.jpeg,,true,,
BOG-003,Chula: The Abyss,Blaze of Glory,BOG,Rare,Dilemma,,images/BOG/BOG-003.jpeg,,,,
BOG-004,Chula: The Lights,Blaze of Glory,BOG,Common,Dilemma,,images/BOG/BOG-004.jpeg,,,,
BOG-005,Drumhead,Blaze of Glory,BOG,Uncommon,Dilemma,,images/BOG/BOG-005.jpeg,,,,
BOG-006,Ferengi Ingenuity,Blaze of Glory,BOG,Uncommon,Dilemma,,images/BOG/BOG-006.jpeg,,,,
BOG-007,Gravimetric Distortion,Blaze of Glory,BOG,Common,Dilemma,,images/BOG/BOG-007.jpeg,,,,
BOG-008,Hazardous Duty,Blaze of Glory,BOG,Common,Dilemma,,images/BOG/BOG-008.jpeg,,,,
BOG-009,New Essentialists,Blaze of Glory,BOG,Uncommon,Dilemma,,images/BOG/BOG-009.jpeg,,,,
BOG-010,Stellar Flare,Blaze of Glory,BOG,Uncommon,Dilemma,,images/BOG/BOG-010.jpeg,,,,
BOG-011,Under Fire,Blaze of Glory,BOG,Uncommon,Dilemma,,images/BOG/BOG-011.jpeg,,,,
BOG-012,Battle Bridge Door,Blaze of Glory,BOG,Common,Doorway,,images/BOG/BOG-012.jpeg,,,,
BOG-013,Holding Cell Door,Blaze of Glory,BOG,Common,Doorway,,images/BOG/BOG-013.jpeg,,,,
BOG-014,Bat'leth,Blaze of Glory,BOG,Common,Equipment,,images/BOG/BOG-014.jpeg,,,,
BOG-015,D'k Tahg,Blaze of Glory,BOG,Common,Equipment,,images/BOG/BOG-015.jpeg,,,,
BOG-016,Kar'takin,Blaze of Glory,BOG,Common,Equipment,,images/BOG/BOG-016.jpeg,,,,
BOG-017,Klingon Disruptor Rifle,Blaze of Glory,BOG,Uncommon,Equipment,,images/BOG/BOG-017.jpeg,,,,
BOG-018,Mek'leth,Blaze of Glory,BOG,Uncommon,Equipment,,images/BOG/BOG-018.jpeg,,,,
BOG-019,Romulan Disruptor Rifle,Blaze of Glory,BOG,Uncommon,Equipment,,images/BOG/BOG-019.jpeg,,,,
BOG-020,Starfleet Type I Phaser,Blaze of Glory,BOG,Common,Equipment,,images/BOG/BOG-020.jpeg,,,,
BOG-021,Defense System Upgrade,Blaze of Glory,BOG,Uncommon,Event,,images/BOG/BOG-021.jpeg,,,,
BOG-022,Dial Martok for Murder,Blaze of Glory,BOG,Uncommon,Event,,images/BOG/BOG-022.jpeg,,,,
BOG-023,E-Band Emissions,Blaze of Glory,BOG,Rare,Event,,images/BOG/BOG-023.jpeg,,,,
BOG-024,Engage Shuttle Operations: Dominion,Blaze of Glory,BOG,Uncommon,Event,,images/BOG/BOG-024.jpeg,,,,
BOG-025,Fajo's Gallery,Blaze of Glory,BOG,Foil,Event,,images/BOG/BOG-025-foil.jpeg,,true,,
BOG-026,Fajo's Gallery,Blaze of Glory,BOG,Rare,Event,,images/BOG/BOG-026.jpeg,,,,
BOG-027,The Big Picture,Blaze of Glory,BOG,Uncommon,Event,,images/BOG/BOG-027.jpeg,,,,
BOG-028,Torture,Blaze of Glory,BOG,Rare,Event,,images/BOG/BOG-028.jpeg,,,,
BOG-029,Access Denied,Blaze of Glory,BOG,Uncommon,Incident,,images/BOG/BOG-029.jpeg,,,,
BOG-030,Blood Oath,Blaze of Glory,BOG,Rare,Incident,,images/BOG/BOG-030.jpeg,,,,
BOG-031,Captured,Blaze of Glory,BOG,Uncommon,Incident,,images/BOG/BOG-031.jpeg,,,,
BOG-032,Intruder Alert!,Blaze of Glory,BOG,Uncommon,Incident,,images/BOG/BOG-032.jpeg,,,,
BOG-033,Long Live the Queen,Blaze of Glory,BOG,Rare,Incident,,images/BOG/BOG-033.jpeg,,,,
BOG-034,Prisoner Exchange,Blaze of Glory,BOG,Uncommon,Incident,,images/BOG/BOG-034.jpeg,,,,
BOG-035,Scanner Interference,Blaze of Glory,BOG,Uncommon,Incident,,images/BOG/BOG-035.jpeg,,,,
BOG-036,Sniper,Blaze of Glory,BOG,Uncommon,Incident,,images/BOG/BOG-036.jpeg,,,,
BOG-037,Ultimatum,Blaze of Glory,BOG,Uncommon,Incident,,images/BOG/BOG-037.jpeg,,,,
BOG-038,Attack Pattern Delta,Blaze of Glory,BOG,Uncommon,Interrupt,,images/BOG/BOG-038.jpeg,,,,
BOG-039,Counterintelligence,Blaze of Glory,BOG,Uncommon,Interrupt,,images/BOG/BOG-039.jpeg,,,,
BOG-040,Inside Operation,Blaze of Glory,BOG,Rare,Interrupt,,images/BOG/BOG-040.jpeg,,,,
BOG-041,Inside Operation,Blaze of Glory,BOG,Foil,Interrupt,,images/BOG/BOG-041-foil.jpeg,,true,,
BOG-042,Outgunned,Blaze of Glory,BOG,Rare,Interrupt,,images/BOG/BOG-042.jpeg,,,,
BOG-043,Phaser Array Power Cell,Blaze of Glory,BOG,Common,Interrupt,,images/BOG/BOG-043.jpeg,,,,
BOG-044,Prisoner Escort,Blaze of Glory,BOG,Common,Interrupt,,images/BOG/BOG-044.jpeg,,,,
BOG-045,The Guardian,Blaze of Glory,BOG,Uncommon,Interrupt,,images/BOG/BOG-045.jpeg,,,,
BOG-046,The Wake of the Borg,Blaze of Glory,BOG,Uncommon,Interrupt,,images/BOG/BOG-046.jpeg,,,,
BOG-047,Victory Is Life,Blaze of Glory,BOG,Common,Interrupt,,images/BOG/BOG-047.jpeg,,,,
BOG-048,A Good Day To Live,Blaze of Glory,BOG,Rare,Mission,,images/BOG/BOG-048.jpeg,,,,
BOG-049,❖ Bat'leth Tournament,Blaze of Glory,BOG,Uncommon,Mission,,images/BOG/BOG-049.jpeg,,,,
BOG-050,Chart Stellar Cluster,Blaze of Glory,BOG,Rare,Mission,,images/BOG/BOG-050.jpeg,,,,
BOG-051,Commandeer Ship,Blaze of Glory,BOG,Uncommon,Objective,,images/BOG/BOG-051.jpeg,,,,
BOG-052,Examine Singularity,Blaze of Glory,BOG,Uncommon,Objective,,images/BOG/BOG-052.jpeg,,,,
BOG-053,Impersonate Captive,Blaze of Glory,BOG,Rare,Objective,,images/BOG/BOG-053.jpeg,,,,
BOG-054,Prepare the Prisoner,Blaze of Glory,BOG,Uncommon,Objective,,images/BOG/BOG-054.jpeg,,,,
BOG-055,Furel,Blaze of Glory,BOG,Uncommon,Personnel,Bajoran,images/BOG/BOG-055.jpeg,,,,
BOG-056,Lupaza,Blaze of Glory,BOG,Uncommon,Personnel,Bajoran,images/BOG/BOG-056.jpeg,,,,
BOG-057,Riker Wil,Blaze of Glory,BOG,Foil,Personnel,Bajoran,images/BOG/BOG-057-foil.jpeg,,true,,
BOG-058,Riker Wil,Blaze of Glory,BOG,Rare,Personnel,Bajoran,images/BOG/BOG-058.jpeg,,,,
BOG-059,Ro Laren,Blaze of Glory,BOG,Rare,Personnel,Bajoran,images/BOG/BOG-059.jpeg,,,,
BOG-060,Boone Impersonator,Blaze of Glory,BOG,Rare,Personnel,Cardassian,images/BOG/BOG-060.jpeg,,,,
BOG-061,Dolak,Blaze of Glory,BOG,Uncommon,Personnel,Cardassian,images/BOG/BOG-061.jpeg,,,,
BOG-062,Elim,Blaze of Glory,BOG,Rare,Personnel,Cardassian,images/BOG/BOG-062.jpeg,,,,
BOG-063,Elim,Blaze of Glory,BOG,Foil,Personnel,Cardassian,images/BOG/BOG-063-foil.jpeg,,true,,
BOG-064,Gul Madred,Blaze of Glory,BOG,Rare,Personnel,Cardassian,images/BOG/BOG-064.jpeg,,,,
BOG-065,❖ Duran'Adar,Blaze of Glory,BOG,Common,Personnel,Dominion,images/BOG/BOG-065.jpeg,,,,
BOG-066,Gelnon,Blaze of Glory,BOG,Rare,Personnel,Dominion,images/BOG/BOG-066.jpeg,,,,
