ID,Name,Set Name,Set Code,Rarity,Card Type,Affiliation,File Name,Has AI,Has Foil,Has Tribble,Tags
ALT-117,I.K.C. Fek'lhr,Alternate Universe,ALT,Rare,Ship,Klingon,ALT-117.jpeg,,,,
ALT-118,I.K.C. K'Ratak,Alternate Universe,ALT,Common,Ship,Klingon,ALT-118.jpeg,,,,
ALT-119,Edo Vessel,Alternate Universe,ALT,Rare,Ship,Non-Aligned,ALT-119.jpeg,,,,
ALT-120,Gomtuu,Alternate Universe,ALT,Rare,Ship,Non-Aligned,ALT-120.jpeg,,,,
ALT-121,Tama,Alternate Universe,ALT,Uncommon,Ship,Non-Aligned,ALT-121.jpeg,,,,
ALT-122,Decius,Alternate Universe,ALT,Rare,Ship,Romulan,ALT-122.jpeg,,,,
ARM-001,U.S.S. Jupiter,Armada,ARM,Promo,Ship,Federation,ARM-001.jpeg,,,,
ATP-001,The Emissary,Away Team Pack,ATP,Promo,Personnel,Bajoran/Federation,ATP-001.jpeg,,,,
ATP-002,The Traveler,Away Team Pack,ATP,Promo,Personnel,Non-Aligned,ATP-002.jpeg,,,,
BOG-001,Sword of Kahless,Blaze of Glory,BOG,Rare,Artifact,,BOG-001.jpeg,,,,
BOG-002,Sword of Kahless,Blaze of Glory,BOG,Foil,Artifact,,BOG-002-foil.jpeg,,true,,
BOG-003,Chula: The Abyss,Blaze of Glory,BOG,Rare,Dilemma,,BOG-003.jpeg,,,,
BOG-004,Chula: The Lights,Blaze of Glory,BOG,Common,Dilemma,,BOG-004.jpeg,,,,
BOG-005,Drumhead,Blaze of Glory,BOG,Uncommon,Dilemma,,BOG-005.jpeg,,,,
BOG-006,Ferengi Ingenuity,Blaze of Glory,BOG,Uncommon,Dilemma,,BOG-006.jpeg,,,,
BOG-007,Gravimetric Distortion,Blaze of Glory,BOG,Common,Dilemma,,BOG-007.jpeg,,,,
BOG-008,Hazardous Duty,Blaze of Glory,BOG,Common,Dilemma,,BOG-008.jpeg,,,,
BOG-009,New Essentialists,Blaze of Glory,BOG,Uncommon,Dilemma,,BOG-009.jpeg,,,,
BOG-010,Stellar Flare,Blaze of Glory,BOG,Uncommon,Dilemma,,BOG-010.jpeg,,,,
BOG-011,Under Fire,Blaze of Glory,BOG,Uncommon,Dilemma,,BOG-011.jpeg,,,,
BOG-012,Battle Bridge Door,Blaze of Glory,BOG,Common,Doorway,,BOG-012.jpeg,,,,
BOG-013,Holding Cell Door,Blaze of Glory,BOG,Common,Doorway,,BOG-013.jpeg,,,,
BOG-014,Bat'leth,Blaze of Glory,BOG,Common,Equipment,,BOG-014.jpeg,,,,
BOG-015,D'k Tahg,Blaze of Glory,BOG,Common,Equipment,,BOG-015.jpeg,,,,
BOG-016,Kar'takin,Blaze of Glory,BOG,Common,Equipment,,BOG-016.jpeg,,,,
BOG-017,Klingon Disruptor Rifle,Blaze of Glory,BOG,Uncommon,Equipment,,BOG-017.jpeg,,,,
BOG-018,Mek'leth,Blaze of Glory,BOG,Uncommon,Equipment,,BOG-018.jpeg,,,,
BOG-019,Romulan Disruptor Rifle,Blaze of Glory,BOG,Uncommon,Equipment,,BOG-019.jpeg,,,,
BOG-020,Starfleet Type I Phaser,Blaze of Glory,BOG,Common,Equipment,,BOG-020.jpeg,,,,
BOG-021,Defense System Upgrade,Blaze of Glory,BOG,Uncommon,Event,,BOG-021.jpeg,,,,
BOG-022,Dial Martok for Murder,Blaze of Glory,BOG,Uncommon,Event,,BOG-022.jpeg,,,,
BOG-023,E-Band Emissions,Blaze of Glory,BOG,Rare,Event,,BOG-023.jpeg,,,,
BOG-024,Engage Shuttle Operations: Dominion,Blaze of Glory,BOG,Uncommon,Event,,BOG-024.jpeg,,,,
BOG-025,Fajo's Gallery,Blaze of Glory,BOG,Foil,Event,,BOG-025-foil.jpeg,,true,,
BOG-026,Fajo's Gallery,Blaze of Glory,BOG,Rare,Event,,BOG-026.jpeg,,,,
BOG-027,The Big Picture,Blaze of Glory,BOG,Uncommon,Event,,BOG-027.jpeg,,,,
BOG-028,Torture,Blaze of Glory,BOG,Rare,Event,,BOG-028.jpeg,,,,
BOG-029,Access Denied,Blaze of Glory,BOG,Uncommon,Incident,,BOG-029.jpeg,,,,
BOG-030,Blood Oath,Blaze of Glory,BOG,Rare,Incident,,BOG-030.jpeg,,,,
BOG-031,Captured,Blaze of Glory,BOG,Uncommon,Incident,,BOG-031.jpeg,,,,
BOG-032,Intruder Alert!,Blaze of Glory,BOG,Uncommon,Incident,,BOG-032.jpeg,,,,
BOG-033,Long Live the Queen,Blaze of Glory,BOG,Rare,Incident,,BOG-033.jpeg,,,,
BOG-034,Prisoner Exchange,Blaze of Glory,BOG,Uncommon,Incident,,BOG-034.jpeg,,,,
BOG-035,Scanner Interference,Blaze of Glory,BOG,Uncommon,Incident,,BOG-035.jpeg,,,,
BOG-036,Sniper,Blaze of Glory,BOG,Uncommon,Incident,,BOG-036.jpeg,,,,
BOG-037,Ultimatum,Blaze of Glory,BOG,Uncommon,Incident,,BOG-037.jpeg,,,,
BOG-038,Attack Pattern Delta,Blaze of Glory,BOG,Uncommon,Interrupt,,BOG-038.jpeg,,,,
BOG-039,Counterintelligence,Blaze of Glory,BOG,Uncommon,Interrupt,,BOG-039.jpeg,,,,
BOG-040,Inside Operation,Blaze of Glory,BOG,Rare,Interrupt,,BOG-040.jpeg,,,,
BOG-041,Inside Operation,Blaze of Glory,BOG,Foil,Interrupt,,BOG-041-foil.jpeg,,true,,
BOG-042,Outgunned,Blaze of Glory,BOG,Rare,Interrupt,,BOG-042.jpeg,,,,
BOG-043,Phaser Array Power Cell,Blaze of Glory,BOG,Common,Interrupt,,BOG-043.jpeg,,,,
BOG-044,Prisoner Escort,Blaze of Glory,BOG,Common,Interrupt,,BOG-044.jpeg,,,,
BOG-045,The Guardian,Blaze of Glory,BOG,Uncommon,Interrupt,,BOG-045.jpeg,,,,
BOG-046,The Wake of the Borg,Blaze of Glory,BOG,Uncommon,Interrupt,,BOG-046.jpeg,,,,
BOG-047,Victory Is Life,Blaze of Glory,BOG,Common,Interrupt,,BOG-047.jpeg,,,,
BOG-048,A Good Day To Live,Blaze of Glory,BOG,Rare,Mission,,BOG-048.jpeg,,,,
BOG-049,❖ Bat'leth Tournament,Blaze of Glory,BOG,Uncommon,Mission,,BOG-049.jpeg,,,,
BOG-050,Chart Stellar Cluster,Blaze of Glory,BOG,Rare,Mission,,BOG-050.jpeg,,,,
BOG-051,Commandeer Ship,Blaze of Glory,BOG,Uncommon,Objective,,BOG-051.jpeg,,,,
BOG-052,Examine Singularity,Blaze of Glory,BOG,Uncommon,Objective,,BOG-052.jpeg,,,,
BOG-053,Impersonate Captive,Blaze of Glory,BOG,Rare,Objective,,BOG-053.jpeg,,,,
BOG-054,Prepare the Prisoner,Blaze of Glory,BOG,Uncommon,Objective,,BOG-054.jpeg,,,,
BOG-055,Furel,Blaze of Glory,BOG,Uncommon,Personnel,Bajoran,BOG-055.jpeg,,,,
BOG-056,Lupaza,Blaze of Glory,BOG,Uncommon,Personnel,Bajoran,BOG-056.jpeg,,,,
BOG-057,Riker Wil,Blaze of Glory,BOG,Foil,Personnel,Bajoran,BOG-057-foil.jpeg,,true,,
BOG-058,Riker Wil,Blaze of Glory,BOG,Rare,Personnel,Bajoran,BOG-058.jpeg,,,,
BOG-059,Ro Laren,Blaze of Glory,BOG,Rare,Personnel,Bajoran,BOG-059.jpeg,,,,
BOG-060,Boone Impersonator,Blaze of Glory,BOG,Rare,Personnel,Cardassian,BOG-060.jpeg,,,,
BOG-061,Dolak,Blaze of Glory,BOG,Uncommon,Personnel,Cardassian,BOG-061.jpeg,,,,
BOG-062,Elim,Blaze of Glory,BOG,Rare,Personnel,Cardassian,BOG-062.jpeg,,,,
BOG-063,Elim,Blaze of Glory,BOG,Foil,Personnel,Cardassian,BOG-063-foil.jpeg,,true,,
BOG-064,Gul Madred,Blaze of Glory,BOG,Rare,Personnel,Cardassian,BOG-064.jpeg,,,,
BOG-065,❖ Duran'Adar,Blaze of Glory,BOG,Common,Personnel,Dominion,BOG-065.jpeg,,,,
BOG-066,Gelnon,Blaze of Glory,BOG,Rare,Personnel,Dominion,BOG-066.jpeg,,,,
BOG-067,Ixtana'Rax,Blaze of Glory,BOG,Rare,Personnel,Dominion,BOG-067.jpeg,,,,
BOG-068,Kudak'Etan,Blaze of Glory,BOG,Rare,Personnel,Dominion,BOG-068.jpeg,,,,
BOG-069,Lamat'Ukan,Blaze of Glory,BOG,Uncommon,Personnel,Dominion,BOG-069.jpeg,,,,
BOG-070,Odo Founder,Blaze of Glory,BOG,Foil,Personnel,Dominion,BOG-070-foil.jpeg,,true,,
BOG-071,Odo Founder,Blaze of Glory,BOG,Rare,Personnel,Dominion,BOG-071.jpeg,,,,
BOG-072,❖ Oken'alak,Blaze of Glory,BOG,Common,Personnel,Dominion,BOG-072.jpeg,,,,
BOG-073,Umat'Adan,Blaze of Glory,BOG,Uncommon,Personnel,Dominion,BOG-073.jpeg,,,,
BOG-074,Admiral Ross,Blaze of Glory,BOG,Rare,Personnel,Federation,BOG-074.jpeg,,,,
BOG-075,Donald Varley,Blaze of Glory,BOG,Rare,Personnel,Federation,BOG-075.jpeg,,,,
BOG-076,Enrique Muniz,Blaze of Glory,BOG,Rare,Personnel,Federation,BOG-076.jpeg,,,,
BOG-077,Miles O'Brien,Blaze of Glory,BOG,Rare,Personnel,Federation,BOG-077.jpeg,,,,
BOG-078,❖ Sarita Carson,Blaze of Glory,BOG,Common,Personnel,Federation,BOG-078.jpeg,,,,
BOG-079,Ilon Tandro,Blaze of Glory,BOG,Rare,Personnel,Federation/Cardassian,BOG-079.jpeg,,,,
BOG-080,Hon'Tihl,Blaze of Glory,BOG,Uncommon,Personnel,Klingon,BOG-080.jpeg,,,,
BOG-081,Jadzia Dax,Blaze of Glory,BOG,Foil,Personnel,Klingon,BOG-081-foil.jpeg,,true,,
BOG-082,Jadzia Dax,Blaze of Glory,BOG,Rare,Personnel,Klingon,BOG-082.jpeg,,,,
BOG-083,Kang,Blaze of Glory,BOG,Foil,Personnel,Klingon,BOG-083-foil.jpeg,,true,,
BOG-084,Kang,Blaze of Glory,BOG,Rare,Personnel,Klingon,BOG-084.jpeg,,,,
BOG-085,Kavok,Blaze of Glory,BOG,Rare,Personnel,Klingon,BOG-085.jpeg,,,,
BOG-086,Koloth,Blaze of Glory,BOG,Rare,Personnel,Klingon,BOG-086.jpeg,,,,
BOG-087,Koloth,Blaze of Glory,BOG,Foil,Personnel,Klingon,BOG-087.jpeg,,,,
BOG-088,Kor,Blaze of Glory,BOG,Rare,Personnel,Klingon,BOG-088.jpeg,,,,
BOG-089,Kor,Blaze of Glory,BOG,Foil,Personnel,Klingon,BOG-089-foil.jpeg,,true,,
BOG-090,❖ N'Garen,Blaze of Glory,BOG,Uncommon,Personnel,Klingon,BOG-090.jpeg,,,,
BOG-091,❖ Voktak,Blaze of Glory,BOG,Common,Personnel,Klingon,BOG-091.jpeg,,,,
