ID,Name,Set Name,Set Code,Rarity,Card Type,Affiliation,File Name,Has AI,Has Foil,Has Tribble,Tags
IDC-001,❖ Klaestron Outpost,Identity Crisis,IDC,CV,Facility,Cardassian/Federation,IDC-001.jpeg,,,,
IDC-002,Kasidy Yates,Identity Crisis,IDC,UV,Personnel,Bajoran/Non-Aligned,IDC-002.jpeg,,,,
IDC-003,Kira,Identity Crisis,IDC,RV,Personnel,Bajoran/Cardassian/Federation,IDC-003.jpeg,,,,
IDC-004,Kira,Identity Crisis,IDC,R+V,Personnel,Federation/Bajoran/Cardassian,IDC-004.jpeg,,,,
IDC-005,Rom,Identity Crisis,IDC,RV,Personnel,Bajoran/Ferengi,IDC-005.jpeg,,,,
IDC-006,Tora Ziyal,Identity Crisis,IDC,CV,Personnel,Bajoran/Cardassian,IDC-006.jpeg,,,,
IDC-007,Ilon Tandro,Identity Crisis,IDC,CV,Personnel,Cardassian/Federation,IDC-007.jpeg,,,,
IDC-008,Overseer Odo,Identity Crisis,IDC,UV,Personnel,Cardassian/Bajoran,IDC-008.jpeg,,,,
IDC-009,Data and Picard,Identity Crisis,IDC,URV,Personnel,Federation/Romulan,IDC-009.jpeg,,,,
IDC-010,Koval,Identity Crisis,IDC,CV,Personnel,Federation/Romulan,IDC-010.jpeg,,,,
IDC-011,Major Rakal,Identity Crisis,IDC,UV,Personnel,Federation/Romulan,IDC-011.jpeg,,,,
IDC-012,Stefan DeSeve,Identity Crisis,IDC,CV,Personnel,Federation/Romulan,IDC-012.jpeg,,,,
IDC-013,The Emissary,Identity Crisis,IDC,UV,Personnel,Federation/Bajoran,IDC-013.jpeg,,,,
IDC-014,The Trois,Identity Crisis,IDC,UV,Personnel,Federation/Ferengi,IDC-014.jpeg,,,,
IDC-015,Aluura,Identity Crisis,IDC,CV,Personnel,Ferengi/Non-Aligned,IDC-015.jpeg,,,,
IDC-016,Jake and Nog,Identity Crisis,IDC,UV,Personnel,Ferengi/Federation,IDC-016.jpeg,,,,
IDC-017,Leeta,Identity Crisis,IDC,CV,Personnel,Ferengi/Bajoran,IDC-017.jpeg,,,,
IDC-018,Mardah,Identity Crisis,IDC,CV,Personnel,Ferengi/Bajoran,IDC-018.jpeg,,,,
IDC-019,Nog,Identity Crisis,IDC,UV,Personnel,Ferengi/Federation,IDC-019.jpeg,,,,
IDC-020,Prot,Identity Crisis,IDC,CV,Personnel,Ferengi/Federation,IDC-020.jpeg,,,,
IDC-021,Quark Son of Keldar,Identity Crisis,IDC,RV,Personnel,Ferengi/Klingon,IDC-021.jpeg,,,,
IDC-022,Garak,Identity Crisis,IDC,RV,Personnel,Non-Aligned/Cardassian,IDC-022.jpeg,,,,
IDC-023,Stolen Attack Ship,Identity Crisis,IDC,CV,Ship,Federation/Cardassian,IDC-023.jpeg,,,,
IDC-024,❖ Battle Cruiser,Identity Crisis,IDC,CV,Ship,Klingon/Romulan,IDC-024.jpeg,,,,
IDC-025,Cha'Joh,Identity Crisis,IDC,RV,Ship,Klingon/Romulan,IDC-025.jpeg,,,,
COC-001,Where No Man Has Gone Before,Chain of Command,COC,PV,Event,,COC-001.jpeg,,,,
COC-002,Benjamin Sisko,Chain of Command,COC,PV,Personnel,Federation,COC-002.jpeg,,,,
COC-003,Captain Kirk,Chain of Command,COC,PV,Personnel,Federation,COC-003.jpeg,,,,
COC-004,Jean-Luc Picard,Chain of Command,COC,PV,Personnel,Federation,COC-004.jpeg,,,,
COC-005,Kathryn Janeway,Chain of Command,COC,PV,Personnel,Federation,COC-005.jpeg,,,,
COC-006,William T. Riker,Chain of Command,COC,PV,Personnel,Federation,COC-006.jpeg,,,,
COC-007,K'mpec,Chain of Command,COC,PV,Personnel,Klingon,COC-007.jpeg,,,,
COC-008,Shinzon,Chain of Command,COC,PV,Personnel,Romulan,COC-008.jpeg,,,,
COC-009,Starship Enterprise,Chain of Command,COC,PV,Ship,Federation,COC-009.jpeg,,,,
COC-010,U.S.S. Defiant,Chain of Command,COC,PV,Ship,Federation,COC-010.jpeg,,,,
COC-011,U.S.S. Enterprise,Chain of Command,COC,PV,Ship,Federation,COC-011.jpeg,,,,
COC-012,U.S.S. Enterprise-E,Chain of Command,COC,PV,Ship,Federation,COC-012.jpeg,,,,
COC-013,U.S.S. Voyager,Chain of Command,COC,PV,Ship,Federation,COC-013.jpeg,,,,
COC-014,I.K.C. Qam-Chee,Chain of Command,COC,PV,Ship,Klingon,COC-014.jpeg,,,,
COC-015,Scimitar,Chain of Command,COC,PV,Ship,Romulan,COC-015.jpeg,,,,
LFL-001,Off-Zel Vase,Life From Lifelessness,LFL,RV,Artifact,,LFL-001.jpeg,,,,
LFL-002,Damaged Reputation,Life From Lifelessness,LFL,UV,Dilemma,,LFL-002.jpeg,,,,
LFL-003,Displaced,Life From Lifelessness,LFL,CV,Dilemma,,LFL-003.jpeg,,,,
LFL-004,Distracted by Thoughts of Home,Life From Lifelessness,LFL,CV,Dilemma,,LFL-004.jpeg,,,,
LFL-005,Important Guests,Life From Lifelessness,LFL,CV,Dilemma,,LFL-005.jpeg,,,,
LFL-006,Medical Crisis,Life From Lifelessness,LFL,UV,Dilemma,,LFL-006.jpeg,,,,
LFL-007,Oh No!,Life From Lifelessness,LFL,RV,Dilemma,,LFL-007.jpeg,,,,
LFL-008,Skeleton Crew,Life From Lifelessness,LFL,CV,Dilemma,,LFL-008.jpeg,,,,
LFL-009,The Arsenal: Separated,Life From Lifelessness,LFL,CV,Dilemma,,LFL-009.jpeg,,,,
LFL-010,Vastly Outnumbered,Life From Lifelessness,LFL,UV,Dilemma,,LFL-010.jpeg,,,,
LFL-011,Virus,Life From Lifelessness,LFL,UV,Dilemma,,LFL-011.jpeg,,,,
LFL-012,Body Armor,Life From Lifelessness,LFL,CV,Equipment,,LFL-012.jpeg,,,,
LFL-013,45th Rule of Acquisition,Life From Lifelessness,LFL,UV,Event,,LFL-013.jpeg,,,,
LFL-014,"Romulan ""Reunification""",Life From Lifelessness,LFL,UV,Event,,LFL-014.jpeg,,,,
LFL-015,For the Sisko ,Life From Lifelessness,LFL,RV,Incident,,LFL-015.jpeg,,,,
LFL-016,Inspection,Life From Lifelessness,LFL,CV,Incident,,LFL-016.jpeg,,,,
LFL-017,The Genesis Effect,Life From Lifelessness,LFL,UV,Incident,,LFL-017.jpeg,,,,
LFL-018,Critical Assistance,Life From Lifelessness,LFL,CV,Interrupt,,LFL-018.jpeg,,,,
LFL-019,Driven,Life From Lifelessness,LFL,CV,Interrupt,,LFL-019.jpeg,,,,
LFL-020,I Feel Young,Life From Lifelessness,LFL,CV,Interrupt,,LFL-020.jpeg,,,,
LFL-021,Aftermath II,Life From Lifelessness,LFL,UV,Mission,,LFL-021.jpeg,,,,
LFL-022,Changeling Research II,Life From Lifelessness,LFL,UV,Mission,,LFL-022.jpeg,,,,
LFL-023,Find Hidden Base,Life From Lifelessness,LFL,CV,Mission,,LFL-023.jpeg,,,,
LFL-024,Kurn,Life From Lifelessness,LFL,RV,Personnel,Bajoran,LFL-024.jpeg,,,,
LFL-025,Brunt of Borg,Life From Lifelessness,LFL,RV,Personnel,Borg,LFL-025.jpeg,,,,
LFL-026,Agent Garak,Life From Lifelessness,LFL,RV,Personnel,Cardassian/Federation,LFL-026.jpeg,,,,
LFL-027,❖ Emok,Life From Lifelessness,LFL,CV,Personnel,Cardassian,LFL-027.jpeg,,,,
LFL-028,❖ Tholun,Life From Lifelessness,LFL,CV,Personnel,Dominion,LFL-028.jpeg,,,,
LFL-029,❖ Turan'Ekan,Life From Lifelessness,LFL,CV,Personnel,Dominion,LFL-029.jpeg,,,,
LFL-030,Admiral Kirk,Life From Lifelessness,LFL,RV,Personnel,Federation,LFL-030.jpeg,,,,
LFL-031,Dexter Remmick,Life From Lifelessness,LFL,RV,Personnel,Federation,LFL-031.jpeg,,,,
LFL-032,Sergey and Helena,Life From Lifelessness,LFL,UV,Personnel,Federation,LFL-032.jpeg,,,,
LFL-033,Captain Nog,Life From Lifelessness,LFL,URV,Personnel,Ferengi/Federation,LFL-033.jpeg,,,,
LFL-034,Dr. Reyga,Life From Lifelessness,LFL,UV,Personnel,Ferengi,LFL-034.jpeg,,,,
LFL-035,❖ Zivan,Life From Lifelessness,LFL,CV,Personnel,Hirogen,LFL-035.jpeg,,,,
LFL-036,❖ Kazat,Life From Lifelessness,LFL,CV,Personnel,Kazon,LFL-036.jpeg,,,,
LFL-037,Captain B'Etor,Life From Lifelessness,LFL,RV,Personnel,Klingon,LFL-037.jpeg,,,,
LFL-038,Duras,Life From Lifelessness,LFL,RV,Personnel,Klingon,LFL-038.jpeg,,,,
LFL-039,Porthos,Life From Lifelessness,LFL,UV,Personnel,Neutral,LFL-039.jpeg,,,,
LFL-040,❖ 0413-Theta,Life From Lifelessness,LFL,CV,Personnel,Non-Aligned,LFL-040.jpeg,,,,
LFL-041,Allamill,Life From Lifelessness,LFL,CV,Personnel,Non-Aligned,LFL-041.jpeg,,,,
LFL-042,Carol Marcus,Life From Lifelessness,LFL,UV,Personnel,Non-Aligned,LFL-042.jpeg,,,,
LFL-043,David Marcus,Life From Lifelessness,LFL,UV,Personnel,Non-Aligned,LFL-043.jpeg,,,,
LFL-044,Falow,Life From Lifelessness,LFL,CV,Personnel,Non-Aligned,LFL-044.jpeg,,,,
LFL-045,❖ Ilandra,Life From Lifelessness,LFL,CV,Personnel,Non-Aligned,LFL-045.jpeg,,,,
LFL-046,Vash,Life From Lifelessness,LFL,UV,Personnel,Non-Aligned,LFL-046.jpeg,,,,
LFL-047,Sela,Life From Lifelessness,LFL,RV,Personnel,Romulan,LFL-047.jpeg,,,,
LFL-048,Subcommander Decius,Life From Lifelessness,LFL,CV,Personnel,Romulan,LFL-048.jpeg,,,,
LFL-049,Danica Erickson,Life From Lifelessness,LFL,UV,Personnel,Starfleet,LFL-049.jpeg,,,,
LFL-050,❖ Delanh,Life From Lifelessness,LFL,CV,Personnel,Vidiian,LFL-050.jpeg,,,,
LFL-051,Vetar,Life From Lifelessness,LFL,RV,Ship,Cardassian,LFL-051.jpeg,,,,
LFL-052,Renegade Borg Sphere,Life From Lifelessness,LFL,RV,Ship,Non-Aligned,LFL-052.jpeg,,,,
LFL-053,Sarajevo,Life From Lifelessness,LFL,UV,Ship,Starfleet,LFL-053.jpeg,,,,
LFL-054,Determined Assault,Life From Lifelessness,LFL,CV,Tactic,,LFL-054.jpeg,,,,
HF1-001,Blended,Homefront,HF1,RV,Dilemma,,HF1-001.jpeg,,,,
HF1-002,Chula: The Chandra,Homefront,HF1,UV,Dilemma,,HF1-002.jpeg,,,,
HF1-003,Chula: The Lights,Homefront,HF1,CV,Dilemma,,HF1-003.jpeg,,,,
HF1-004,Dal'Rok,Homefront,HF1,UV,Dilemma,,HF1-004.jpeg,,,,
HF1-005,Dead End,Homefront,HF1,RV,Dilemma,,HF1-005.jpeg,,,,
HF1-006,Flim-Flam Artist,Homefront,HF1,UV,Dilemma,,HF1-006.jpeg,,,,
HF1-007,Friendly Fire,Homefront,HF1,CV,Dilemma,,HF1-007.jpeg,,,,
HF1-008,"""God""",Homefront,HF1,UV,Dilemma,,HF1-008.jpeg,,,,
HF1-009,Maglock,Homefront,HF1,CV,Dilemma,,HF1-009.jpeg,,,,
HF1-010,Murder Investigation,Homefront,HF1,RV,Dilemma,,HF1-010.jpeg,,,,
HF1-011,New Essentialists,Homefront,HF1,CV,Dilemma,,HF1-011.jpeg,,,,
HF1-012,Now Would Be a Good Time,Homefront,HF1,CV,Dilemma,,HF1-012.jpeg,,,,
HF1-013,Picking Up the Pieces,Homefront,HF1,UV,Dilemma,,HF1-013.jpeg,,,,
HF1-014,Punishment Box,Homefront,HF1,RV,Dilemma,,HF1-014.jpeg,,,,
HF1-015,Q's Vicious Animal Things,Homefront,HF1,CV,Dilemma,,HF1-015.jpeg,,,,
HF1-016,Restricted Area,Homefront,HF1,UV,Dilemma,,HF1-016.jpeg,,,,
HF1-017,Subspace Shock Wave,Homefront,HF1,UV,Dilemma,,HF1-017.jpeg,,,,
HF1-018,The Whale Probe,Homefront,HF1,CV,Dilemma,,HF1-018.jpeg,,,,
HF1-019,Chamber of Ministers,Homefront,HF1,CV,Facility,Bajoran,HF1-019.jpeg,,,,
HF1-020,✶ Unicomplex,Homefront,HF1,CV,Facility,Borg,HF1-020.jpeg,,,,
HF1-021,Central Command,Homefront,HF1,CV,Facility,Cardassian,HF1-021.jpeg,,,,
HF1-022,The Great Link,Homefront,HF1,CV,Facility,Dominion,HF1-022.jpeg,,,,
HF1-023,Office of the President,Homefront,HF1,CV,Facility,Federation,HF1-023.jpeg,,,,
HF1-024,Terran Rebellion HQ,Homefront,HF1,CV,Facility,Federation,HF1-024.jpeg,,,,
HF1-025,Tower of Commerce,Homefront,HF1,CV,Facility,Ferengi,HF1-025.jpeg,,,,
HF1-026,The Great Hall,Homefront,HF1,CV,Facility,Klingon,HF1-026.jpeg,,,,
HF1-027,Continuing Committee,Homefront,HF1,CV,Facility,Romulan,HF1-027.jpeg,,,,
HF1-028,Office of the Proconsul,Homefront,HF1,CV,Facility,Romulan,HF1-028.jpeg,,,,
HF1-029,Alter Records,Homefront,HF1,UV,Mission,,HF1-029.jpeg,,,,
HF1-030,Cloaked Mission,Homefront,HF1,CV,Mission,,HF1-030.jpeg,,,,
HF1-031,Deliver Message,Homefront,HF1,RV,Mission,,HF1-031.jpeg,,,,
HF1-032,Espionage Mission,Homefront,HF1,UV,Mission,,HF1-032.jpeg,,,,
HF1-033,Expose Covert Supply,Homefront,HF1,CV,Mission,,HF1-033.jpeg,,,,
HF1-034,Intelligence Operation,Homefront,HF1,RV,Mission,,HF1-034.jpeg,,,,
HF1-035,Orb Negotiations,Homefront,HF1,UV,Mission,,HF1-035.jpeg,,,,
HF1-036,Search for Rebels,Homefront,HF1,CV,Mission,,HF1-036.jpeg,,,,
SAS-001,Cargo Pirates,Straight and Steady,SAS,UV,Dilemma,,SAS-001.jpeg,,,,
SAS-002,Dial-Up,Straight and Steady,SAS,CV,Dilemma,,SAS-002.jpeg,,,,
SAS-003,Difference of Opinion,Straight and Steady,SAS,UV,Dilemma,,SAS-003.jpeg,,,,
SAS-004,Mimetic Simbiot,Straight and Steady,SAS,CV,Dilemma,,SAS-004.jpeg,,,,
SAS-005,Rumplestiltskin,Straight and Steady,SAS,CV,Dilemma,,SAS-005.jpeg,,,,
SAS-006,Topological Anomaly 4747,Straight and Steady,SAS,RV,Dilemma,,SAS-006.jpeg,,,,
SAS-007,Grappler,Straight and Steady,SAS,CV,Equipment,,SAS-007.jpeg,,,,
SAS-008,Vulcan Tricorder,Straight and Steady,SAS,CV,Equipment,,SAS-008.jpeg,,,,
SAS-009,Finally Ready to Swim,Straight and Steady,SAS,CV,Event,,SAS-009.jpeg,,,,
SAS-010,Secondary Market,Straight and Steady,SAS,CV,Event,,SAS-010.jpeg,,,,
SAS-011,Treaty: Starfleet/Klingon,Straight and Steady,SAS,CV,Event,,SAS-011.jpeg,,,,
SAS-012,We're Ready,Straight and Steady,SAS,UV,Event,,SAS-012.jpeg,,,,
SAS-013,Out of Time,Straight and Steady,SAS,CV,Incident,,SAS-013.jpeg,,,,
SAS-014,Absolute Power,Straight and Steady,SAS,CV,Interrupt,,SAS-014.jpeg,,,,
SAS-015,Diverse Experiences,Straight and Steady,SAS,UV,Interrupt,,SAS-015.jpeg,,,,
SAS-016,Automated Repair Station,Straight and Steady,SAS,CV,Mission,,SAS-016.jpeg,,,,
SAS-017,Control Plague,Straight and Steady,SAS,CV,Mission,,SAS-017.jpeg,,,,
SAS-018,Free Orion Slaves,Straight and Steady,SAS,UV,Mission,,SAS-018.jpeg,,,,
SAS-019,Observe Stellar Rebirth,Straight and Steady,SAS,CV,Mission,,SAS-019.jpeg,,,,
SAS-020,Prevent Rebellion,Straight and Steady,SAS,CV,Mission,,SAS-020.jpeg,,,,
SAS-021,File Annual Report,Straight and Steady,SAS,CV,Objective,,SAS-021.jpeg,,,,
SAS-022,Remote Interference,Straight and Steady,SAS,UV,Objective,,SAS-022.jpeg,,,,
SAS-023,Straight and Steady,Straight and Steady,SAS,CV,Objective,,SAS-023.jpeg,,,,
SAS-024,Akorem Laan,Straight and Steady,SAS,CV,Personnel,Bajoran,SAS-024.jpeg,,,,
SAS-025,Ensign Jameson,Straight and Steady,SAS,UV,Personnel,Federation,SAS-025.jpeg,,,,
SAS-026,Antaak,Straight and Steady,SAS,RV,Personnel,Klingon,SAS-026.jpeg,,,,
SAS-027,General K'Vagh,Straight and Steady,SAS,URV,Personnel,Klingon,SAS-027.jpeg,,,,
SAS-028,❖ Laneth,Straight and Steady,SAS,CV,Personnel,Klingon,SAS-028.jpeg,,,,
SAS-029,Marab,Straight and Steady,SAS,CV,Personnel,Klingon,SAS-029.jpeg,,,,
SAS-030,❖ Volok,Straight and Steady,SAS,CV,Personnel,Klingon,SAS-030.jpeg,,,,
SAS-031,D'Nesh,Straight and Steady,SAS,UV,Personnel,Non-Aligned,SAS-031.jpeg,,,,
SAS-032,Harrad-Sar,Straight and Steady,SAS,UV,Personnel,Non-Aligned,SAS-032.jpeg,,,,
SAS-033,❖ Maras,Straight and Steady,SAS,CV,Personnel,Non-Aligned,SAS-033.jpeg,,,,
SAS-034,Navaar,Straight and Steady,SAS,RV,Personnel,Non-Aligned,SAS-034.jpeg,,,,
SAS-035,Silik,Straight and Steady,SAS,UV,Personnel,Non-Aligned,SAS-035.jpeg,,,,
SAS-036,Admiral Valdore,Straight and Steady,SAS,RV,Personnel,Romulan,SAS-036.jpeg,,,,
SAS-037,Gareb,Straight and Steady,SAS,RV,Personnel,Romulan/Non-Aligned,SAS-037.jpeg,,,,
SAS-038,Gareb,Straight and Steady,SAS,R+V,Personnel,Non-Aligned/Romulan,SAS-038.jpeg,,,,
SAS-039,Nijil,Straight and Steady,SAS,UV,Personnel,Romulan,SAS-039.jpeg,,,,
SAS-040,❖ Dallas,Straight and Steady,SAS,CV,Personnel,Starfleet,SAS-040.jpeg,,,,
SAS-041,Daniel Leonard,Straight and Steady,SAS,UV,Personnel,Starfleet,SAS-041.jpeg,,,,
SAS-042,Daniels,Straight and Steady,SAS,RV,Personnel,Starfleet/Non-Aligned,SAS-042.jpeg,,,,
SAS-043,Daniels,Straight and Steady,SAS,R+V,Personnel,Non-Aligned/Starfleet,SAS-043.jpeg,,,,
SAS-044,Erika Hernandez,Straight and Steady,SAS,UV,Personnel,Starfleet,SAS-044.jpeg,,,,
SAS-045,❖ Garrid,Straight and Steady,SAS,CV,Personnel,Starfleet,SAS-045.jpeg,,,,
SAS-046,Hoshi Sato,Straight and Steady,SAS,RV,Personnel,Starfleet,SAS-046.jpeg,,,,
SAS-047,Jeffrey Pierce,Straight and Steady,SAS,UV,Personnel,Starfleet,SAS-047.jpeg,,,,
SAS-048,Malcolm Reed,Straight and Steady,SAS,RV,Personnel,Starfleet,SAS-048.jpeg,,,,
SAS-049,❖ McDermott,Straight and Steady,SAS,CV,Personnel,Starfleet,SAS-049.jpeg,,,,
SAS-050,T'Pol,Straight and Steady,SAS,RV,Personnel,Starfleet,SAS-050.jpeg,,,,
SAS-051,I.K.S. Nguq'Yab,Straight and Steady,SAS,RV,Ship,Klingon/Non-Aligned,SAS-051.jpeg,,,,
SAS-052,I.K.S. Nguq'Yab,Straight and Steady,SAS,R+V,Ship,Non-Aligned/Klingon,SAS-052.jpeg,,,,
SAS-053,Raptor One,Straight and Steady,SAS,RV,Ship,Romulan,SAS-053.jpeg,,,,
SAS-054,Columbia,Straight and Steady,SAS,RV,Ship,Starfleet,SAS-054.jpeg,,,,
SAS-055,22nd-Century San Francisco,Straight and Steady,SAS,CV,Time Location,,SAS-055.jpeg,,,,
SAS-056,Augment Research Facility,Straight and Steady,SAS,CV,Time Location,,SAS-056.jpeg,,,,
SAS-057,Drone Control Room,Straight and Steady,SAS,UV,Time Location,,SAS-057.jpeg,,,,
SOG-001,Armus: Energy Field,Shades of Gray,SOG,UV,Dilemma,,SOG-001.jpeg,,,,
SOG-002,Armus: Roulette,Shades of Gray,SOG,RV,Dilemma,,SOG-002.jpeg,,,,
SOG-003,Helpless,Shades of Gray,SOG,CV,Dilemma,,SOG-003.jpeg,,,,
SOG-004,High Rollers,Shades of Gray,SOG,UV,Dilemma,,SOG-004.jpeg,,,,
SOG-005,Royale Casino: Elevator,Shades of Gray,SOG,CV,Dilemma,,SOG-005.jpeg,,,,
SOG-006,Shore Leave,Shades of Gray,SOG,RV,Dilemma,,SOG-006.jpeg,,,,
SOG-007,The Arsenal: Divided,Shades of Gray,SOG,CV,Dilemma,,SOG-007.jpeg,,,,
SOG-008,The Loss,Shades of Gray,SOG,CV,Dilemma,,SOG-008.jpeg,,,,
SOG-009,The Vengeance Factor,Shades of Gray,SOG,UV,Dilemma,,SOG-009.jpeg,,,,
SOG-010,Dyson Sphere Door,Shades of Gray,SOG,CV,Doorway,,SOG-010.jpeg,,,,
SOG-011,Emergency Transport Unit,Shades of Gray,SOG,CV,Equipment,,SOG-011.jpeg,,,,
SOG-012,All-Consuming Evil,Shades of Gray,SOG,RV,Event,,SOG-012.jpeg,,,,
SOG-013,D'jarras,Shades of Gray,SOG,CV,Event,,SOG-013.jpeg,,,,
SOG-014,Duck Blind,Shades of Gray,SOG,CV,Event,,SOG-014.jpeg,,,,
SOG-015,Federation Flagship: Renewed,Shades of Gray,SOG,CV,Event,,SOG-015.jpeg,,,,
SOG-016,Shades of Gray: Anguish,Shades of Gray,SOG,UV,Event,,SOG-016.jpeg,,,,
SOG-017,Shades of Gray: Brutality,Shades of Gray,SOG,CV,Event,,SOG-017.jpeg,,,,
SOG-018,Shades of Gray: Cruelty,Shades of Gray,SOG,RV,Event,,SOG-018.jpeg,,,,
SOG-019,Shades of Gray: Despair,Shades of Gray,SOG,CV,Event,,SOG-019.jpeg,,,,
SOG-020,Son'a Observatory,Shades of Gray,SOG,UV,Facility,Non-Aligned,SOG-020.jpeg,,,,
SOG-021,Starbase One,Shades of Gray,SOG,CV,Facility,Starfleet,SOG-021.jpeg,,,,
SOG-022,Federation Flagship: Relaunched,Shades of Gray,SOG,UV,Incident,,SOG-022.jpeg,,,,
SOG-023,Holoprogram: Historical Poker Game,Shades of Gray,SOG,CV,Incident,,SOG-023.jpeg,,,,
SOG-024,Hotel Royale,Shades of Gray,SOG,CV,Incident,,SOG-024.jpeg,,,,
SOG-025,maH nIv,Shades of Gray,SOG,CV,Incident,,SOG-025.jpeg,,,,
SOG-026,Seductive Dance,Shades of Gray,SOG,CV,Incident,,SOG-026.jpeg,,,,
SOG-027,Warp Speed Transfer,Shades of Gray,SOG,CV,Incident,,SOG-027.jpeg,,,,
SOG-028,Cluttering Irrelevancies,Shades of Gray,SOG,CV,Interrupt,,SOG-028.jpeg,,,,
SOG-029,Investigate Anachronism,Shades of Gray,SOG,UV,Mission,,SOG-029.jpeg,,,,
SOG-030,Save Stranded Crew,Shades of Gray,SOG,CV,Mission,,SOG-030.jpeg,,,,
SOG-031,❖ Brilgar,Shades of Gray,SOG,CV,Personnel,Bajoran,SOG-031.jpeg,,,,
SOG-032,✶ Borg Queen,Shades of Gray,SOG,RV,Personnel,Borg,SOG-032.jpeg,,,,
SOG-033,❖ Six of Seven,Shades of Gray,SOG,CV,Personnel,Borg,SOG-033.jpeg,,,,
SOG-034,Aquiel Uhnari,Shades of Gray,SOG,UV,Personnel,Federation,SOG-034.jpeg,,,,
SOG-035,Mr. Tuvok,Shades of Gray,SOG,CV,Personnel,Federation,SOG-035.jpeg,,,,
SOG-036,Mrs. O'Brien,Shades of Gray,SOG,CV,Personnel,Federation,SOG-036.jpeg,,,,
SOG-037,❖ Stephen Hawking,Shades of Gray,SOG,UV,Personnel,Federation,SOG-037.jpeg,,,,
SOG-038,Worf,Shades of Gray,SOG,URV,Personnel,Federation,SOG-038.jpeg,,,,
SOG-039,❖ Grish,Shades of Gray,SOG,CV,Personnel,Ferengi,SOG-039.jpeg,,,,
SOG-040,Krem,Shades of Gray,SOG,RV,Personnel,Ferengi,SOG-040.jpeg,,,,
SOG-041,Muk,Shades of Gray,SOG,UV,Personnel,Ferengi,SOG-041.jpeg,,,,
SOG-042,Ulis,Shades of Gray,SOG,CV,Personnel,Ferengi,SOG-042.jpeg,,,,
SOG-043,Rielat,Shades of Gray,SOG,CV,Personnel,Kazon,SOG-043.jpeg,,,,
SOG-044,Martrex,Shades of Gray,SOG,UV,Personnel,Klingon,SOG-044.jpeg,,,,
SOG-045,Neras,Shades of Gray,SOG,CV,Personnel,Non-Aligned,SOG-045.jpeg,,,,
